114 4303.59 4272.31 4114.87 4134.36 4672.31 3864.1 4426.67 4458.97 4284.1 4250.77 4396.41 4218.97 4298.97 4327.69 1604 1735 473.156 0 0 0 0 
115 4309.23 4274.87 4112.31 4138.46 4675.9 3863.08 4427.18 4460 4285.13 4259.49 4397.44 4222.56 4304.62 4331.28 1604 1734 473.156 0 0 0 0 
116 4320.51 4282.05 4117.95 4153.33 4676.92 3866.15 4424.1 4466.67 4290.26 4266.15 4397.44 4230.77 4312.31 4340 1603 1734 473.172 0 0 0 0 
117 4320.51 4286.15 4121.54 4152.31 4675.9 3864.1 4423.59 4469.74 4295.9 4265.13 4397.44 4227.18 4311.79 4340.51 1604 1734 473.172 0 0 0 0 
118 4314.87 4285.64 4117.95 4140 4675.9 3863.59 4420.51 4463.08 4288.21 4256.41 4396.41 4221.03 4305.64 4334.36 1602 1734 473.187 0 0 0 0 
119 4327.69 4298.97 4118.97 4148.72 4678.97 3870.77 4421.54 4456.41 4285.13 4254.87 4396.41 4230.77 4311.28 4338.97 1603 1735 473.187 0 0 0 0 
120 4348.72 4317.44 4124.1 4164.62 4683.08 3871.28 4426.67 4456.41 4289.23 4262.56 4398.46 4236.41 4325.13 4350.77 1602 1735 473.203 0 0 0 0 
121 4355.38 4323.08 4129.23 4164.62 4682.56 3866.67 4426.15 4459.49 4287.69 4262.05 4398.97 4228.21 4327.18 4355.9 1602 1735 473.203 0 0 0 0 
122 4364.1 4329.74 4135.38 4169.23 4684.1 3874.36 4427.18 4464.62 4288.72 4258.46 4396.41 4229.23 4325.64 4362.56 1601 1736 473.219 0 0 0 0 
123 4385.13 4347.18 4142.05 4182.05 4687.18 3881.54 4432.31 4466.15 4298.46 4263.59 4397.95 4233.85 4337.44 4378.46 1602 1736 473.219 0 0 0 0 
124 4403.59 4357.44 4149.74 4189.23 4691.79 3876.41 4431.28 4458.97 4296.92 4263.59 4400.51 4232.82 4354.36 4394.36 1602 1736 473.234 0 0 0 0 
125 4417.44 4363.59 4155.38 4196.41 4699.49 3876.41 4429.74 4456.92 4290.26 4258.97 4397.95 4236.41 4366.15 4409.23 1602 1737 473.234 0 0 0 0 
126 4433.85 4373.85 4154.87 4203.59 4700.51 3881.54 4431.79 4460.51 4295.9 4263.08 4396.92 4243.59 4379.49 4425.13 1601 1736 473.25 0 0 0 0 
127 4445.13 4377.95 4154.36 4202.56 4695.38 3879.49 4430.26 4456.92 4295.9 4262.05 4398.46 4241.54 4384.62 4429.74 1601 1737 473.25 0 0 0 0 
128 4442.05 4381.03 4154.87 4202.05 4694.87 3877.44 4429.23 4452.31 4285.13 4252.31 4397.95 4233.33 4373.85 4419.49 1602 1735 473.265 0 0 0 0 
0 4432.31 4381.54 4149.74 4204.62 4693.33 3877.95 4427.69 4456.92 4285.64 4247.69 4396.41 4233.33 4368.21 4412.82 1601 1737 473.265 0 0 0 0 
1 4427.18 4367.18 4142.56 4195.38 4687.69 3875.9 4424.62 4458.97 4294.36 4249.23 4395.9 4235.38 4371.28 4414.36 1602 1736 473.281 0 0 0 0 
2 4426.15 4363.59 4142.05 4188.72 4687.69 3876.92 4426.15 4450.77 4291.79 4250.77 4395.38 4233.85 4367.18 4413.33 1602 1735 473.281 0 0 0 0 
3 4416.92 4369.23 4142.56 4193.33 4693.85 3877.44 4426.67 4442.56 4282.56 4246.15 4396.92 4229.74 4355.38 4402.05 1601 1736 473.297 0 0 0 0 
4 4397.44 4351.28 4135.9 4187.69 4690.77 3871.28 4420.51 4438.46 4280 4236.41 4397.95 4226.15 4343.08 4385.64 1602 1735 473.297 0 0 0 0 
5 4384.62 4328.21 4131.28 4177.95 4682.56 3867.69 4420 4437.95 4281.54 4235.9 4396.41 4227.18 4336.41 4376.92 1603 1735 473.312 0 0 0 0 
6 4383.59 4326.67 4137.95 4176.92 4687.18 3874.36 4423.08 4440 4286.67 4246.15 4396.41 4231.28 4344.1 4380.51 1602 1734 473.312 0 0 0 0 
7 4375.9 4331.28 4137.95 4174.87 4695.9 3881.54 4423.08 4444.62 4295.9 4249.74 4398.46 4229.23 4350.77 4379.49 1602 1736 473.328 0 0 0 0 
8 4359.49 4323.59 4126.15 4161.54 4688.21 3879.49 4425.13 4448.21 4297.95 4246.67 4397.44 4221.54 4341.03 4363.59 1604 1733 473.328 0 0 0 0 
9 4346.67 4313.33 4122.05 4150.77 4680 3875.38 4427.69 4445.64 4293.33 4244.1 4396.41 4218.46 4327.18 4351.28 1602 1735 473.343 0 0 0 0 
10 4343.59 4309.74 4126.67 4158.46 4689.23 3877.95 4428.21 4447.18 4294.87 4245.64 4397.44 4217.95 4325.13 4351.79 1603 1734 473.343 0 0 0 0 
11 4342.05 4309.23 4124.1 4164.62 4696.92 3881.03 4430.77 4454.87 4301.54 4251.28 4397.95 4222.05 4328.72 4350.77 1602 1735 473.361 0 0 0 0 
12 4337.95 4305.13 4125.64 4163.08 4692.82 3880 4432.31 4456.92 4303.59 4255.38 4397.44 4227.69 4329.74 4348.21 1603 1735 473.361 0 0 0 0 
13 4336.92 4300.51 4131.79 4163.08 4690.77 3877.44 4432.31 4453.85 4301.54 4255.9 4398.46 4224.62 4329.74 4349.74 1602 1734 473.377 0 0 0 0 
14 4334.87 4297.95 4132.31 4158.46 4692.31 3878.46 4431.79 4456.92 4302.56 4258.46 4398.97 4221.54 4333.33 4346.15 1602 1735 473.377 0 0 0 0 
15 4329.23 4298.46 4130.77 4154.87 4695.9 3881.03 4431.28 4461.03 4307.69 4264.1 4398.46 4228.21 4334.36 4342.05 1602 1734 473.392 0 0 0 0 
16 4328.21 4304.62 4129.23 4160.51 4697.95 3879.49 4429.74 4459.49 4308.72 4263.59 4398.46 4235.38 4332.82 4342.05 1602 1734 473.392 0 0 0 0 
17 4332.31 4305.13 4130.26 4163.08 4697.44 3881.03 4429.74 4458.46 4310.26 4261.54 4398.97 4234.36 4337.44 4343.59 1601 1734 473.408 0 0 0 0 
18 4335.9 4302.56 4132.31 4161.03 4699.49 3889.23 4434.87 4464.62 4316.92 4271.79 4398.97 4234.36 4347.18 4349.23 1601 1734 473.408 0 0 0 0 
19 4335.38 4305.64 4135.38 4162.05 4705.64 3894.36 4443.59 4470.26 4320 4277.44 4398.97 4236.41 4347.69 4353.33 1602 1733 473.423 0 0 0 0 
20 4331.28 4302.56 4131.79 4158.46 4706.15 3892.82 4446.15 4472.31 4321.03 4269.74 4399.49 4235.38 4343.59 4347.18 1600 1735 473.423 0 0 0 0 
21 4324.62 4297.44 4125.13 4152.31 4701.03 3892.82 4448.21 4473.33 4324.62 4269.23 4399.49 4234.87 4345.64 4342.05 1601 1734 473.439 0 0 0 0 
22 4324.62 4305.64 4126.67 4155.38 4701.54 3895.9 4456.41 4476.92 4327.18 4273.85 4399.49 4234.36 4346.67 4343.59 1600 1734 473.439 0 0 0 0 
23 4329.74 4316.41 4133.33 4160.51 4704.62 3896.92 4460.51 4483.59 4327.69 4272.82 4397.95 4236.92 4345.13 4345.64 1601 1735 473.455 0 0 0 0 
24 4332.31 4316.41 4136.41 4166.15 4705.13 3897.95 4456.41 4487.69 4332.31 4275.38 4397.44 4244.1 4352.31 4353.33 1601 1734 473.455 0 0 0 0 
25 4333.85 4316.92 4131.28 4172.82 4704.62 3897.95 4450.26 4479.49 4330.26 4276.92 4397.95 4246.15 4355.9 4354.36 1601 1735 473.47 0 0 0 0 
26 4331.28 4317.44 4125.64 4167.18 4705.13 3894.36 4442.56 4469.23 4322.05 4272.31 4397.44 4236.92 4348.72 4342.56 1601 1734 473.47 0 0 0 0 
27 4329.23 4311.79 4127.18 4158.46 4708.72 3895.38 4442.56 4472.31 4322.05 4275.38 4397.95 4236.92 4346.67 4340 1601 1735 473.486 0 0 0 0 
28 4333.85 4312.31 4132.31 4164.1 4713.85 3905.64 4451.79 4476.92 4328.72 4278.97 4398.46 4243.59 4351.79 4347.69 1602 1734 473.486 0 0 0 0 
29 4336.92 4319.49 4130.77 4167.69 4716.41 3910.77 4456.92 4473.33 4332.31 4276.92 4398.46 4239.49 4354.36 4348.72 1602 1735 473.501 0 0 0 0 
30 4331.28 4316.41 4124.62 4158.46 4711.79 3903.08 4457.95 4475.38 4332.82 4281.03 4398.97 4236.41 4356.41 4346.67 1602 1734 473.501 0 0 0 0 
31 4324.62 4306.67 4125.64 4156.41 4706.67 3902.05 4459.49 4475.9 4330.26 4279.49 4397.44 4238.97 4354.87 4341.54 1602 1736 473.517 0 0 0 0 
32 4325.64 4309.23 4125.64 4160 4702.05 3901.03 4450.26 4471.28 4327.18 4269.23 4396.41 4234.87 4347.69 4333.33 1603 1735 473.517 0 0 0 0 
33 4328.21 4312.31 4121.03 4153.33 4701.54 3895.38 4447.69 4472.31 4328.21 4268.21 4397.44 4231.28 4350.77 4335.38 1602 1736 473.533 0 0 0 0 
34 4330.26 4306.67 4122.05 4152.82 4708.72 3901.54 4457.95 4476.92 4332.82 4275.38 4398.46 4236.41 4358.97 4343.08 1603 1737 473.533 0 0 0 0 
35 4333.33 4311.79 4125.64 4164.62 4716.92 3912.31 4456.41 4476.41 4336.92 4280.51 4397.95 4235.38 4360.51 4343.08 1603 1735 473.55 0 0 0 0 
36 4333.33 4321.03 4124.62 4167.18 4717.95 3910.77 4449.74 4473.33 4338.46 4281.03 4397.95 4232.82 4360 4340.51 1602 1737 473.55 0 0 0 0 
37 4333.33 4321.54 4123.59 4165.64 4714.36 3903.08 4453.33 4472.31 4334.36 4280 4397.95 4234.36 4358.97 4341.03 1604 1736 473.566 0 0 0 0 
38 4338.46 4327.69 4125.64 4170.77 4714.87 3901.54 4453.85 4472.82 4330.77 4279.49 4397.95 4233.85 4364.1 4343.08 1603 1735 473.566 0 0 0 0 
39 4345.13 4342.56 4127.69 4174.36 4715.38 3905.13 4452.31 4473.33 4329.74 4278.97 4397.95 4234.36 4374.36 4343.59 1604 1735 473.581 0 0 0 0 
40 4346.67 4343.08 4126.15 4174.36 4715.9 3910.26 4456.92 4471.79 4332.31 4280.51 4397.95 4235.38 4372.82 4343.59 1603 1735 473.581 0 0 0 0 
41 4341.03 4327.18 4123.08 4170.77 4718.46 3911.79 4461.03 4477.44 4335.38 4278.46 4397.44 4232.31 4363.59 4341.54 1603 1735 473.597 0 0 0 0 
42 4336.92 4322.56 4126.67 4168.21 4721.03 3911.79 4461.03 4486.67 4337.95 4278.97 4397.44 4234.87 4366.67 4344.1 1603 1735 473.597 0 0 0 0 
43 4346.15 4337.44 4137.44 4173.33 4722.56 3914.87 4463.08 4484.1 4343.08 4287.69 4399.49 4244.1 4380 4354.36 1603 1735 473.613 0 0 0 0 
44 4353.33 4345.13 4137.44 4178.46 4722.05 3912.82 4460 4475.9 4342.56 4289.74 4399.49 4241.54 4379.49 4353.33 1603 1735 473.613 0 0 0 0 
45 4342.05 4329.23 4127.18 4172.31 4713.85 3903.59 4454.87 4473.33 4331.28 4278.46 4396.41 4232.31 4368.72 4337.44 1604 1734 473.628 0 0 0 0 
46 4335.38 4323.59 4124.62 4165.13 4705.13 3900.51 4454.87 4474.36 4325.13 4273.85 4396.92 4233.33 4367.69 4335.9 1603 1735 473.628 0 0 0 0 
47 4345.64 4341.54 4130.77 4169.23 4713.85 3907.69 4457.44 4474.36 4331.79 4280.51 4399.49 4237.44 4376.41 4348.21 1603 1734 473.644 0 0 0 0 
48 4345.64 4344.62 4131.79 4170.77 4723.08 3911.79 4459.49 4475.38 4335.9 4281.54 4398.97 4234.36 4376.41 4346.67 1602 1735 473.644 0 0 0 0 
49 4341.03 4335.9 4130.77 4171.79 4721.03 3914.36 4465.13 4479.49 4337.44 4280.51 4397.44 4232.82 4370.77 4339.49 1601 1734 473.659 0 0 0 0 
50 4351.28 4344.1 4136.92 4181.03 4724.62 3919.49 4473.33 4488.72 4345.64 4284.62 4398.46 4234.87 4375.38 4345.13 1600 1735 473.659 0 0 0 0 
51 4352.31 4350.77 4135.9 4183.08 4726.67 3918.97 4478.46 4493.85 4348.21 4285.64 4400 4232.82 4377.44 4347.18 1601 1734 473.675 0 0 0 0 
52 4342.05 4335.38 4128.72 4173.33 4718.97 3912.31 4472.82 4487.18 4337.95 4277.95 4398.46 4229.74 4371.28 4339.49 1600 1735 473.675 0 0 0 0 
53 4340 4325.13 4126.67 4166.67 4715.38 3911.28 4465.64 4477.44 4330.26 4268.72 4396.92 4229.23 4367.18 4334.36 1600 1736 473.691 0 0 0 0 
54 4341.54 4333.33 4125.13 4165.64 4722.05 3913.85 4466.15 4474.87 4329.74 4268.72 4395.9 4231.28 4369.23 4333.85 1601 1734 473.691 0 0 0 0 
55 4345.64 4342.56 4126.67 4168.72 4726.15 3912.82 4465.64 4476.41 4332.82 4273.85 4397.44 4231.79 4378.97 4339.49 1600 1736 473.706 0 0 0 0 
56 4351.79 4344.1 4133.85 4172.82 4724.62 3914.87 4462.05 4478.97 4338.97 4280 4398.46 4231.28 4387.69 4347.18 1601 1735 473.706 0 0 0 0 
57 4352.31 4341.54 4140 4170.77 4719.49 3910.77 4455.38 4476.92 4340 4280.51 4397.95 4231.28 4383.08 4347.18 1601 1736 473.722 0 0 0 0 
58 4350.77 4337.44 4137.44 4170.77 4714.36 3900 4448.72 4468.72 4325.64 4268.21 4395.9 4230.26 4371.79 4340 1601 1736 473.722 0 0 0 0 
59 4350.77 4336.92 4134.36 4170.77 4711.28 3897.95 4445.64 4457.95 4312.82 4257.44 4395.9 4227.69 4367.69 4336.41 1601 1737 473.737 0 0 0 0 
60 4346.15 4333.33 4128.72 4158.97 4707.69 3901.54 4448.21 4455.9 4314.36 4259.49 4396.41 4230.26 4369.74 4334.87 1603 1736 473.737 0 0 0 0 
61 4340.51 4326.67 4122.56 4153.33 4709.23 3899.49 4448.21 4460.51 4317.44 4260.51 4395.9 4230.26 4372.82 4331.28 1602 1737 473.753 0 0 0 0 
