1630365044.2 57 76 0 0 0
1630365044.28 37 -4 0 0 0
1630365044.36 87 44 0 0 0
1630365044.44 7 74 0 0 0
1630365044.53 67 67 0 0 0
1630365044.61 97 -17 0 0 0
1630365044.68 47 22 0 0 0
1630365044.74 87 5 0 0 0
1630365044.81 27 -108 0 0 0
1630365044.89 57 52 0 0 0
1630365044.97 97 70 0 0 0
1630365045.05 37 76 0 0 0
1630365045.13 83 53 0 0 0
1630365045.21 27 50 0 0 0
1630365045.28 67 -12 0 0 0
1630365045.38 7 20 0 0 0
1630365045.46 47 1 0 0 0
1630365045.53 87 33 0 0 0
1630365045.6 17 43 0 0 0
1630365045.68 57 5 0 0 0
1630365045.76 97 23 0 0 0
1630365045.85 57 22 0 0 0
1630365045.93 87 42 0 0 0
1630365046.02 27 18 0 0 0
1630365046.08 67 24 0 0 0
1630365046.22 16 54 0 0 0
1630365046.69 96 -406 0 0 0
1630365046.76 36 58 0 0 0
1630365046.81 56 81 0 0 0
1630365046.88 96 24 0 0 0
1630365046.94 26 37 0 0 0
1630365046.99 56 24 0 0 0
1630365047.05 96 69 30 30 0
1630365047.1 6 37 30 30 0
1630365047.15 16 5 30 30 0
1630365047.2 66 6 30 30 0
1630365047.25 86 -2 30 30 0
1630365047.3 26 22 30 30 0
1630365047.37 46 27 30 30 0
1630365047.42 86 54 30 30 0
1630365047.48 6 -1 30 30 0
1630365047.53 46 115 30 30 0
1630365047.58 66 244 30 30 0
1630365047.63 96 -28 30 30 0
1630365047.68 16 -146 30 30 0
1630365047.73 36 -137 30 30 0
1630365047.77 76 96 30 30 0
1630365047.81 96 329 30 30 0
1630365047.85 16 288 30 30 0
1630365047.9 36 -332 30 30 0
1630365047.95 56 -292 30 30 0
1630365048.0 76 -120 30 30 0
1630365048.05 13 17 17 54 0
1630365048.1 35 86 17 54 0
1630365048.15 55 61 17 54 0
1630365048.19 85 101 17 54 0
1630365048.24 15 48 17 54 0
1630365048.28 35 106 17 54 0
1630365048.33 55 58 17 54 0
1630365048.4 75 49 17 54 0
1630365048.45 15 21 17 54 0
1630365048.5 45 80 17 54 0
1630365048.55 65 43 17 54 0
1630365048.6 85 43 17 54 0
1630365048.65 15 129 17 54 0
1630365048.7 45 300 17 54 0
1630365048.74 65 -263 17 54 0
1630365048.8 95 -226 17 54 0
1630365048.84 25 -39 17 54 0
1630365048.91 45 76 17 54 0
1630365048.97 85 77 17 54 0
1630365049.01 5 69 17 54 0
1630365049.06 35 12 7 43 0
1630365049.12 65 5 7 43 0
1630365049.17 85 56 7 43 0
1630365049.23 85 56 7 43 0
1630365049.28 45 41 7 43 0
1630365049.46 75 19 7 43 0
1630365049.53 35 288 7 43 0
1630365049.59 95 -173 7 43 0
1630365049.64 25 8 7 43 0
1630365049.73 35 19 7 43 0
1630365049.79 95 103 7 43 0
1630365049.86 35 57 7 43 0
1630365049.93 75 48 7 43 0
1630365049.98 5 85 7 43 0
1630365050.05 35 19 7 43 0
1630365050.11 64 87 10 30 0
1630365050.18 4 58 10 30 0
1630365050.23 44 44 10 30 0
1630365050.28 64 43 10 30 0
1630365050.33 84 70 10 30 0
1630365050.4 14 21 10 30 0
1630365050.45 44 29 10 30 0
1630365050.5 74 32 10 30 0
1630365050.55 4 44 10 30 0
1630365050.6 24 41 10 30 0
1630365050.65 54 -87 10 30 0
1630365050.71 64 93 10 30 0
1630365050.77 4 56 10 30 0
1630365050.81 44 9 10 30 0
1630365050.87 64 38 10 30 0
1630365050.93 84 16 10 30 0
1630365050.98 4 5 10 30 0
1630365051.04 34 18 10 30 0
1630365051.1 74 -25 34 35 0
1630365051.15 14 21 34 35 0
1630365051.2 34 38 34 35 0
1630365051.25 74 61 34 35 0
1630365051.31 74 61 34 35 0
1630365051.38 24 49 34 35 0
1630365051.45 74 89 34 35 0
1630365051.5 94 35 34 35 0
1630365051.54 24 11 34 35 0
1630365051.62 44 35 34 35 0
1630365051.66 74 25 34 35 0
1630365051.72 14 56 34 35 0
1630365051.78 34 57 34 35 0
1630365051.83 64 42 34 35 0
1630365051.88 94 -9 34 35 0
1630365051.93 14 32 34 35 0
1630365051.98 44 157 34 35 0
1630365052.02 64 578 34 35 0
1630365052.07 83 230 50 35 0
1630365052.11 23 -345 50 35 0
1630365052.16 43 -174 50 35 0
1630365052.21 43 -174 50 35 0
1630365052.27 63 -77 50 35 0
1630365052.32 13 55 50 35 0
1630365052.4 53 49 50 35 0
1630365052.45 93 56 50 35 0
1630365052.51 93 56 50 35 0
1630365052.56 53 53 50 35 0
1630365052.61 73 73 50 35 0
1630365052.66 93 91 50 35 0
1630365052.72 23 99 50 35 0
1630365052.77 43 25 50 35 0
1630365052.82 61 23 50 35 0
1630365052.86 3 48 50 35 0
1630365052.91 23 53 50 35 0
1630365052.97 53 39 50 35 0
1630365053.02 73 11 50 35 0
1630365053.07 3 34 48 51 0
1630365053.13 33 -9 48 51 0
1630365053.18 63 27 48 51 0
1630365053.24 83 50 48 51 0
1630365053.28 23 90 48 51 0
1630365053.33 43 52 48 51 0
1630365053.4 63 7 48 51 0
1630365053.45 3 72 48 51 0
1630365053.49 33 43 48 51 0
1630365053.55 33 43 48 51 0
1630365053.6 83 54 48 51 0
1630365053.65 3 32 48 51 0
1630365053.7 23 7 48 51 0
1630365053.75 63 65 48 51 0
1630365053.8 83 58 48 51 0
1630365053.85 13 109 48 51 0
1630365053.9 33 -13 48 51 0
1630365053.96 53 -3 48 51 0
1630365054.01 78 42 48 51 0
1630365054.05 22 53 53 64 0
1630365054.1 42 24 53 64 0
1630365054.16 62 44 53 64 0
1630365054.21 10 23 53 64 0
1630365054.26 32 1 53 64 0
1630365054.32 32 1 53 64 0
1630365054.4 78 41 53 64 0
1630365054.46 22 35 53 64 0
1630365054.52 52 32 53 64 0
1630365054.59 82 22 53 64 0
1630365054.64 12 40 53 64 0
1630365054.7 52 36 53 64 0
1630365054.74 72 2 53 64 0
1630365054.8 92 -26 53 64 0
1630365054.86 32 5 53 64 0
1630365054.92 72 120 53 64 0
1630365054.99 92 37 53 64 0
1630365055.04 19 -51 53 64 0
1630365055.1 62 5 44 66 0
1630365055.15 82 55 44 66 0
1630365055.2 2 12 44 66 0
1630365055.26 32 56 44 66 0
1630365055.31 72 20 44 66 0
1630365055.4 92 98 44 66 0
1630365055.46 40 71 44 66 0
1630365055.53 62 34 44 66 0
1630365055.58 2 41 44 66 0
1630365055.65 42 6 44 66 0
1630365055.72 62 60 44 66 0
1630365055.77 2 18 44 66 0
1630365055.83 32 38 44 66 0
1630365056.0 62 45 44 66 0
1630365056.19 61 41 54 30 0
1630365056.25 41 4 54 30 0
1630365056.32 81 48 54 30 0
1630365056.41 21 45 54 30 0
1630365056.49 71 41 54 30 0
1630365056.55 11 -14 54 30 0
1630365056.63 31 -1 54 30 0
1630365056.71 71 50 54 30 0
1630365056.79 21 27 54 30 0
1630365056.84 51 37 54 30 0
1630365056.89 91 2 54 30 0
1630365056.94 11 10 54 30 0
1630365057.0 31 21 54 30 0
1630365057.05 71 5 81 10 0
1630365057.1 91 61 81 10 0
1630365057.14 31 68 81 10 0
1630365057.2 51 -41 81 10 0
1630365057.25 71 64 81 10 0
1630365057.3 91 49 81 10 0
1630365057.35 21 420 81 10 0
1630365057.43 21 420 81 10 0
1630365057.49 91 -215 81 10 0
1630365057.53 31 22 81 10 0
1630365057.58 51 70 81 10 0
1630365057.63 71 121 81 10 0
1630365057.69 91 64 81 10 0
1630365057.75 31 87 81 10 0
1630365057.8 51 -8 81 10 0
1630365057.85 91 0 81 10 0
1630365057.9 91 0 81 10 0
1630365057.95 31 28 81 10 0
1630365058.01 51 37 81 10 0
1630365058.07 0 55 81 17 0
1630365058.13 22 -12 81 17 0
1630365058.19 60 27 81 17 0
1630365058.24 80 35 81 17 0
1630365058.29 20 34 81 17 0
1630365058.34 40 50 81 17 0
1630365058.42 60 16 81 17 0
1630365058.47 10 21 81 17 0
1630365058.52 40 209 81 17 0
1630365058.56 60 421 81 17 0
1630365058.62 80 163 81 17 0
1630365058.67 90 -145 81 17 0
1630365058.72 40 -188 81 17 0
1630365058.77 60 -30 81 17 0
1630365058.81 90 80 81 17 0
1630365058.87 10 22 81 17 0
1630365058.91 30 125 81 17 0
1630365058.96 62 107 81 17 0
1630365059.03 90 65 70 23 0
1630365059.08 20 39 70 23 0
1630365059.14 50 52 70 23 0
1630365059.19 90 99 70 23 0
1630365059.24 10 38 70 23 0
1630365059.29 30 38 70 23 0
1630365059.33 50 39 70 23 0
1630365059.38 80 1 70 23 0
1630365059.45 10 -9 70 23 0
1630365059.51 50 10 70 23 0
1630365059.56 70 11 70 23 0
1630365059.61 90 10 70 23 0
1630365059.66 30 -26 70 23 0
1630365059.72 50 93 70 23 0
1630365059.77 80 1 70 23 0
